,artist,album,albumcount,year
176987,Man Overboard,Heart Attack,1,2013
177001,Man Overboard,Man Overboard,1,2012
177048,Mana,Cama Incendiada,3,2015
177099,Manchester Orchestra,Black Mile To The Surface,1,2017
177110,Manchester Orchestra,Cope,2,2013
177123,Manchester Orchestra,Hope,1,2014
177146,Manchester Orchestra,Simple Math,2,2011
177156,Manchild,Power And Love,6,2010
177183,Mandisa,Out Of The Dark,2,2017
177461,Manfred Mann,The Mighty Quinn,5,2013
178114,Marc Broussard,A Life Worth Living,1,2014
178150,Marc Broussard,S.O.S.: Save Our Soul,3,2016
178175,Marc Cohn,Listening Booth: 1970,5,2010
178209,Marc E. Bassy,Gossip Columns,1,2017
178230,Marco Antonio Solis,En Total Plenitud,4,2010
178241,Marco Antonio Solis,Gracias Por Estar Aqui,3,2015
178242,Marco Antonio Solis,La Historia Continua...,3,2011
178400,Marco Antonio Solis,Una Noche de Luna: Mas En Vivo Desde Buenos Aires,2,2012
178426,Marcus Canty,THIS...Is Marcus Canty (EP),1,2013
178433,Marcus Miller,Marcus,1,2017
178556,Margo Price,All American Made,1,2017
178568,Margo Price,Midwest Farmer's Daughter,1,2016
178591,Maria Bamford,Ask Me About My New God!,1,2013
178716,Mariachi El Bronx,Mariachi El Bronx (II),1,2011
178752,Mariah Carey,#1 To Infinity,5,2015
178783,Mariah Carey,Caution,3,2018
178955,Marian Hill,Unusual,1,2018
178965,Marianas Trench,Astoria,1,2015
179080,Marie Osmond,I Can Do This,2,2010
179095,Marie Osmond,Marie Osmond's Magic Of Christmas,6,2011
179112,Marie Osmond,Music Is Medicine,1,2016
179201,Marilyn Manson,Born Villain,6,2012
179226,Marilyn Manson,Heaven Upside Down,2,2017
179378,"Marilyn McCoo & Billy Davis, Jr.",Marilyn + Billy,6,2014
179391,Marina And The Diamonds,Electra Heart,2,2012
179483,Mark & Brian,You Had to Be There!,5,2018
179600,Mark Knopfler,Down The Road Wherever,1,2018
179695,Mark Knopfler,Tracker,4,2015
179723,Mark Lanegan Band,Blues Funeral,1,2012
179735,Mark Lanegan Band,Phantom Radio,1,2014
179804,Mark McGuinn,Mark McGuinn,4,2015
179858,Mark Ronson & The Business Intl,Record Collection,1,2010
180146,Marques Houston,Famous,1,2013
180159,Marques Houston,Mattress Music,1,2010
180205,Marsha Ambrosius,Friends & Lovers,7,2014
180300,Marshmello,Joytime II,1,2018
180334,Martha & The Vandellas,Martha & The Vandellas Live!,5,2017
180394,Martha Munizzi,Make It Loud!,1,2011
180468,Martin Mull,I'm Everyone I've Ever Loved,2,2011
180513,Martina McBride,Everlasting,5,2014
180527,Martina McBride,Hits And More,4,2012
180608,Marty,Marty For President (EP),1,2015
180635,Marty Friedman,Inferno,1,2014
180719,Marty Stuart,Love And Luck,2,2015
180741,Marty Stuart And His Fabulous Superlatives,Saturday Night / Sunday Morning,1,2014
181009,Marvin Gaye,"Marvin Gaye/Greatest Hits, Vol. 2",5,2014
181202,Marvin Sapp,Beginnings,1,2011
181217,Marvin Sapp,Close,1,2017
181239,Marvin Sapp,Playlist: The Very Best Of Marvin Sapp,3,2011
181264,Marvin Sapp,You Shall Live,3,2015
181294,Marvin Winans,Marvin L Winans Presents: The Praise + Worship Experience,2,2012
181320,Mary Chapin Carpenter,Ashes And Roses,2,2012
181397,Mary Chapin Carpenter,Songs From The Movie,1,2014
181431,Mary Chapin Carpenter,The Age Of Miracles,5,2010
181456,Mary Chapin Carpenter,The Things That We Are Made Of,1,2016
181707,Mary J. Blige,Think Like A Man Too (Soundtrack),3,2014
181751,Mary Lambert,Heart On My Sleeve,2,2014
181935,Mason Jennings,Minnesota,1,2011
182058,Massive Attack,Heligoland,3,2010
182287,Mastodon,Cold Dark Place (EP),1,2017
182298,Mastodon,Emperor Of Sand,3,2017
182319,Mastodon,Live At The Aragon,1,2011
182331,Mastodon,Once More 'round The Sun,5,2014
182342,Mastodon,The Hunter,6,2011
182357,Mat Kearney,CRAZYTALK,1,2018
182382,Mat Kearney,Just Kids,3,2015
182423,Mat Zo,Damage Control,1,2013
182463,Matisyahu,Akeda,1,2014
182478,Matisyahu,Light,6,2010
182512,Matisyahu,Spark Seeker,3,2012
182537,Matt And Kim,Lightning,3,2012
182547,Matt And Kim,New Glow,1,2015
182557,Matt And Kim,Sidewalks,3,2010
182590,Matt Kennon,Matt Kennon,1,2011
182641,Matt Maher,Saints And Sinners,3,2015
182659,Matt Maher,The Love In Between,1,2011
182671,Matt McAndrew,The Voice: The Complete Season 7 Collection,1,2015
182684,Matt Monro,Walk Away,3,2010
182686,Matt Morris,When Everything Breaks Open,1,2010
182699,Matt Nathanson,Last Of The Great Pretenders,2,2013
182722,Matt Nathanson,Show Me Your Fangs,1,2015
182732,Matt Nathanson,Sings His Sad Heart,1,2018
182769,Matt Redman,Glory Song,1,2017
182782,Matt Redman,Unbroken Praise: At Abbey Road Studios,1,2015
182805,Matt Redman,Your Grace Finds Me,2,2014
182830,Matt Skiba And The Sekrets,Babylon,1,2012
182852,Matt Wertz,Weights & Wings,1,2011
182863,Matthew Morrison,Matthew Morrison,4,2011
182973,Matthew West,All In,2,2017
183011,Matthew West,Live Forever,2,2015
183034,Matthew West,The Heart Of Christmas,2,2011
183077,Matty Mullins,Matty Mullins,1,2014
183105,Mavis Staples,One True Vine,2,2013
183136,Mavis Staples,You Are Not Alone,5,2010
183149,Max B,Vigilante Season,1,2014
183304,Mayday Parade,Black Lines,1,2015
183328,Mayday Parade,Monsters In The Closet,4,2013
183340,Mayday Parade,Sunnyland,1,2018
183371,Mayer Hawthorne,How Do You Do,4,2011
183383,Mayer Hawthorne,Man About Town,1,2016
183393,Mayer Hawthorne,Where Does This Door Go,2,2013
183548,Mazzy Star,Seasons Of Your Day,3,2013
183703,Me First And The Gimme Gimmes,Are We Not Men? We Are Diva!,1,2014
183778,MeShell Ndegeocello,Comet Come To Me,1,2014
183817,MeShell Ndegeocello,Devil's Halo,1,2010
183905,Meat Loaf,Braver Than We Are,1,2016
183915,Meat Loaf,Couldn't Have Said It Better,4,2014
183925,Meat Loaf,Hang Cool Teddy Bear,3,2010
183948,Meat Loaf,Hell In A Handbasket,1,2011
184048,Meek Mill,Championships,6,2018
184156,Meg Myers,Sorry,1,2015
184166,Meg Myers,Take Me To The Disco,1,2018
184252,Megadeth,Killing Is My Business...And Business Is Good: The Final Kill,1,2018
184356,Megadeth,Super Collider,6,2013
184367,Megadeth,Th1rt3en,4,2011
184431,Megan Hilty,It Happens All The Time,2,2013
184441,Meghan Linsey,The Voice: The Complete Season 8 Collection,1,2015
184499,Meiko,The Bright Side,1,2012
184510,Mel And Tim,Starting All Over Again,7,2014
184543,Melanie,Madrugada,4,2015
184726,Melissa Etheridge,4th Street Feeling,4,2012
184814,Melissa Etheridge,MEmphis Rock And Soul,2,2016
184839,Melissa Etheridge,This Is M.E.,4,2014
184998,MellowHigh,MellowHigh,1,2013
185011,MellowHype,BlackenedWhite,1,2011
185022,MellowHype,Numbers,1,2012
185038,Melody Gardot,Currency Of Man,1,2015
185060,Melody Gardot,The Absence,3,2012
185157,Memphis May Fire,Challenger,3,2012
185168,Memphis May Fire,The Hollow,1,2011
185178,Memphis May Fire,This Light I Hold,1,2016
185191,Memphis May Fire,Unconditional,5,2014
185281,Menomena,Mines,1,2010
185292,Menomena,Moms,1,2012
185493,Meredith Andrews,Worth It All,1,2013
185757,Merle Haggard,Working In Tennessee,1,2011
185842,Meshuggah,Koloss,2,2012
185862,Meshuggah,The Violent Sleep Of Reason,2,2016
185899,Metal Allegiance,Metal Allegiance,1,2015
185928,Metal Church,XI,2,2016
186251,Method Man,The Meth Lab,1,2018
186368,Methods Of Mayhem,A Public Disservice Announcement,1,2010
186405,Metric,Art Of Doubt,1,2018
186427,Metric,Pagans In Vegas,1,2015
186501,Meytal,Alchemy,1,2015
186564,Michael Bolton,Ain't No Mountain High Enough: A Tribute To Hitsville U.S.A.,1,2013
186588,Michael Bolton,Gems: The Duets Collection,1,2011
186652,Michael Bolton,Songs Of Cinema,1,2017
186701,Michael Bolton,Til The End Of Forever,1,2013
186869,Michael Buble,Special Delivery (EP),1,2010
187017,Michael Franti & Spearhead,All People,2,2013
187046,Michael Franti & Spearhead,Soulrocker,1,2016
187059,Michael Franti & Spearhead,The Sound Of Sunshine,7,2010
187084,Michael Grimm,Leave Your Hat On,1,2010
187417,Michael Jackson,Scream,5,2017
187597,Michael Kiwanuka,Home Again,6,2012
187608,Michael Kiwanuka,Love & Hate,1,2016
187832,Michael Ray,Amos,1,2018
187928,Michael Sweet,I'm Not Your Suicide,1,2014
187941,Michael Sweet,One Sided War,1,2016
187994,Michael W. Smith,Decades Of Worship,1,2013
188069,Michael W. Smith,Sovereign,5,2014
188092,Michael W. Smith,Surrounded,1,2018
188188,Michelle Branch,Hopeless Romantic,1,2017
188226,Michelle Chamuel,The Voice: The Complete Season 4 Collection,1,2013
188279,Michelle Williams,Journey To Freedom,4,2014
188308,Mick Jenkins,The Healing Component,1,2016
188370,Mickey Avalon,Loaded,1,2012
188389,Mickey Gilley,You Don't Know Me,6,2010
188414,Mickey Newbury,Heaven Help The Child,5,2012
188417,Micky & The Motorcars,Hearts From Above,1,2014
188429,Middle Brother,Middle Brother,1,2011
188466,Midlake,Antiphon,1,2013
188476,Midlake,The Courage Of Others,1,2010
188493,Midland,On The Rocks,5,2017
188646,Miggs,15th And Hope,1,2012
188684,Migos,No Label II,1,2014
188704,Migos,Yung Rich Nation,2,2015
188774,Miguel Rios,A Song Of Joy,4,2014
188775,Miike Snow,Happy To You,2,2012
188785,Miike Snow,iii,1,2016
188796,Mikal Cronin,MCII,1,2013
188844,Mike Doughty,Haughty Melodic,1,2016
188858,Mike Doughty,Live At Ken's House,1,2014
188886,Mike Doughty,Stellar Motel,1,2014
188902,Mike Doughty,Yes And Also Yes,1,2011
188927,Mike Gordon,Overstep,1,2014
189094,Mike Shinoda,Post Traumatic,2,2019
189112,Mike Stud,Closer,1,2014
189126,Mike Stud,Relief,2,2013
189138,Mike Stud,These Days,1,2016
189148,Mike Theodore Orchestra,Cosmic Wind,2,2018
189176,Mike WiLL Made-It,Creed II: The Album (Soundtrack),3,2018
189191,Mike WiLL Made-It,Ransom 2,7,2017
189422,Miles Davis & John Coltrane,"The Final Tour: The Bootleg Series, Vol. 6",1,2018
189445,Miles Davis & Robert Glasper,Everything's Beautiful,1,2016
189568,Milky Chance,Blossom,1,2017
189602,Milky Chance,Stolen Dance (EP),4,2014
189784,Millie Small,My Boy Lollipop,5,2016
189787,Milo Greene,Milo Greene,1,2012
189841,Mindless Behavior,#officialMBmusic,1,2016
189863,Mindless Self Indulgence,How I Learned To Stop Giving A Shit And Love Mindless Self Indulgence,1,2013
189891,Mindless Self Indulgence,Tighter,1,2011
190034,Ministry,From Beer To Eternity,1,2013
190182,Mint Condition,7 ...,4,2011
190216,Mint Condition,E-Life,2,2017
190257,Mint Condition,Livin' The Luxury Brown,5,2017
190287,Mint Condition,Music @ The Speed Of Life,2,2012
190300,Minus The Bear,Acoustics II,1,2013
190310,Minus The Bear,Infinity Overhead,1,2012
190320,Minus The Bear,Lost Loves,1,2014
190330,Minus The Bear,OMNI,3,2010
190340,Minus The Bear,Planet Of Ice,3,2014
190353,Minus The Bear,VOIDS,1,2017
190363,Mirabai,Mirabai,6,2014
190536,Miriam Makeba,Miriam Makeba In Concert!,4,2017
190610,Misfits,Devil's Rain,1,2011
190654,Miss May I,At Heart,2,2012
190667,Miss May I,Deathless,1,2015
190677,Miss May I,Monument,1,2010
190688,Miss May I,Rise Of The Lion,1,2014
190698,Miss May I,Shadows Inside,1,2017
190784,Missy Higgins,The Ol' Razzle Dazzle,1,2012
190816,MisterWives,Connect The Dots,1,2017
190827,MisterWives,Our Own House,4,2015
190839,MisterWives,Reflections (EP),1,2014
190861,Misty Edwards,Only A Shadow,1,2013
190906,Mitchell Tenpenny,Telling All My Secrets,4,2018
190918,Mitski,Be The Cowboy,1,2018
190932,Mo B. Dick,Gangsta Harmony,2,2012
191103,Moby,Destroyed,1,2011
191145,Moby,Innocents,2,2013
191295,Mod Sun,Look Up,1,2015
191316,Modern Baseball,Holy Ghost,1,2016
191327,Modern Baseball,You're Gonna Miss It All,1,2014
191468,Mogwai,"Hardcore Will Never Die, But You Will.",1,2011
191489,Mogwai,Rave Tapes,1,2014
191596,Moms Mabley,The Funny Sides Of Moms Mabley,5,2011
191646,Moneybagg Yo,Bet On Me,6,2018
191671,Moneybagg Yo,RESET,4,2018
191686,Moneybagg Yo & Yo Gotti,2 Federal,1,2016
191817,Monica,Code Red,3,2015
191949,Monster Magnet,Last Patrol,1,2013
191989,Montana Of 300,Fire In The Church,1,2016
192066,Montgomery Gentry,Folks Like Us,1,2015
192077,Montgomery Gentry,Here's To You,1,2018
192116,Montgomery Gentry,Rebels On The Run,4,2011
192353,Moonshine Bandits,Baptized In Bourbon,1,2017
192369,Moonshine Bandits,Blacked Out,1,2015
192384,Moonshine Bandits,Calicountry,1,2014
192399,Moose Blood,Blush,1,2016
192409,Morbid Angel,Illud Divinum Insanus,1,2011
192432,Morgan Evans,Things That We Drink To,1,2018
192443,Morgan Page,DC To Light,1,2015
192601,Morrissey,Low In High School,1,2017
192945,Motion City Soundtrack,My Dinosaur Life,4,2010
192958,Motionless In White,Creatures,1,2010
192970,Motionless In White,Graveyard Shift,1,2017
192982,Motionless In White,Infamous,1,2012
192994,Motionless In White,Reincarnate,4,2014
193155,Motorhead,Aftershock,2,2013
193198,Motorhead,Bad Magic,2,2015
193414,Movements,Feel Something,1,2017
193427,Mozzy,1 Up Top Ahk,1,2017
193443,Mozzy,Gangland Landlord,2,2018
193461,Mr. Big,...The Stories We Could Tell,1,2014
193694,Mudcrutch,2,3,2016
193914,Mumford & Sons,Live From Shepherd's Bush Empire,1,2011
193939,Mumford & Sons,The Road To Red Rocks: Live,3,2012
193962,"Mumford & Sons With Baaba Maal, The Very Best & Beatenberg",Johannesburg (EP),3,2016
193989,Mura Masa,Mura Masa,1,2017
194002,Murder By Death,Big Dark Love,1,2015
194012,Murder By Death,"Bitter Drink, Bitter Moon",1,2012
194025,Murder By Death,"Good Morning, Magpie",1,2010
194036,Murder By Death,The Other Shore,1,2018
194069,Murderdolls,Women And Children Last,2,2010
194088,Murs,Have A Nice Life,1,2015
194117,Murs And 9th Wonder,Fornever,1,2010
194180,Muse,Live At Rome Olympic Stadium,1,2013
194205,Muse,Simulation Theory,4,2018
194323,Musiq Soulchild,Feel The Real,1,2017
194347,Musiq Soulchild,Life On Earth,2,2016
194371,Musiq Soulchild,musiqinthemagiq,7,2011
194417,MuteMath,Odd Soul,2,2011
194433,MuteMath,Play Dead,1,2017
194443,MuteMath,Vitals,1,2015
194619,My Chemical Romance,May Death Never Stop You: The Greatest Hits 2001-2013,5,2014
194692,My Darkest Days,Sick And Twisted Affair,3,2012
194772,My Morning Jacket,The Waterfall,4,2015
194785,MyChildren MyBride,Lost Boy,1,2010
194844,Myles Kennedy,Year Of The Tiger,1,2018
194976,N*E*R*D,Nothing,2,2010
195128,NCT 127,Regular-Irregular,1,2018
195139,NEEDTOBREATHE,60/50 Ocean Way: The Live Room Sessions (EP),1,2014
195146,NEEDTOBREATHE,"Acoustic Live, Vol. 1",1,2018
195159,NEEDTOBREATHE,Keep Your Eyes Open EP (Songs From The Reckoning Sessions),1,2012
195191,NEEDTOBREATHE,The Reckoning,7,2011
195205,NERO,Between II Worlds,1,2015
195217,NF,Mansion,1,2015
195332,NOFX,First Ditch Effort,1,2016
195393,NOFX,Self/Entitled,2,2012
195488,Nada Surf,The Stars Are Indifferent To Astronomy,1,2012
195509,Nahko,My Name Is Bear,1,2017
195525,Nahko And Medicine For The People,HOKA,1,2016
195544,Nails,You Will Never Be One Of Us,1,2016
196282,Nas,Nasir,4,2018
196382,Nas With The National Symphony Orchestra,Illmatic: Live From The Kennedy Center,1,2018
196617,Natalia Jimenez,Creo En Mi,1,2015
196628,Natalia Kills,Perfectionist,1,2011
196776,Natalie Cole,Natalie Cole En Espanol,3,2013
196867,Natalie Grant,Be One,1,2015
196883,Natalie Grant,Love Revolution,3,2010
196921,Natalie Maines,Mother,6,2013
196931,Natalie Merchant,Leave Your Sleep,5,2010
196992,Natalie Merchant,Paradise Is There: The New Tigerlily Recordings,1,2015
197029,Natasha Bedingfield,Strip Me,3,2010
197070,Nate Ruess,Grand Romantic,4,2015
197082,Nathan East,Nathan East,1,2014
197096,Nathaniel Rateliff & The Night Sweats,A Little Something More From Nathaniel Rateliff & The Night Sweats,1,2016
197115,Nathaniel Rateliff & The Night Sweats,Tearing At The Seams,3,2018
197376,Ne-Yo,Good Man,3,2018
197574,Neck Deep,Life's Not Out To Get You,2,2015
197586,Neck Deep,The Peace And The Panic,1,2017
197623,NehruvianDOOM,NehruvianDOOM,1,2014
197645,Neil Diamond,50th Anniversary Collection,2,2017
197856,Neil Diamond,"Hot August Night III: Recorded Live At The Greek Theatre, Los Angeles",1,2018
198326,Neil Finn,Dizzy HEIGHTS,1,2013
198338,Neil Sedaka,A Song,7,2010
198369,Neil Sedaka,The Music Of My Life,1,2010
198392,Neil Young,A Letter Home,4,2014
198549,Neil Young,Hitchhiker,2,2017
198570,Neil Young,Le Noise,7,2010
198595,Neil Young,Live At The Cellar Door,7,2013
198648,Neil Young,Peace Trail,1,2016
198669,Neil Young,Roxy: Tonight's The Night Live,2,2018
198697,Neil Young,Storytone,3,2014
198847,Neil Young/International Harvesters,A Treasure,3,2011
198872,Neko Case,Hell-On,2,2018
198899,Neko Case,"The Worse Things Get, The Harder I Fight...",7,2013
198919,Nektar,Magic Is A Child,3,2014
199041,Nelly,M.O.,3,2013
199158,Nelly Furtado,The Spirit Indestructible,1,2012
199248,Neon Indian,Era Extrana,1,2011
199260,Neon Indian,VEGA INTL. Night School,1,2015
199296,Neon Trees,Pop Psychology,5,2014
199306,Never Shout Never,Black Cat,1,2015
199316,Never Shout Never,Harmony,3,2010
199327,Never Shout Never,Indigo,1,2012
199345,Never Shout Never,Time Travel,2,2011
199357,Nevermore,The Obsidian Conspiracy,1,2010
199381,New Boyz,Too Cool To Care,3,2011
199521,New Found Glory,Kill It Live,1,2013
199541,New Found Glory,Makes Me Sick,1,2017
199575,New Found Glory,Radiosurgery,2,2011
199590,New Found Glory,Resurrection,2,2015
199612,New Hope Oahu,Greater Together,1,2015
199623,New Hope Oahu,Hope Is Alive,4,2013
199634,New Hope Oahu,Victorious,1,2014
199683,New Kids On The Block,Thankful (EP),2,2017
199743,New Life Worship,Strong God: Live Worship From New Life Church,1,2013
199755,New Medicine,Race You To The Bottom,1,2010
199838,New Order,Music Complete,1,2016
199881,New Politics,A Bad Girl In Harlem,1,2013
199891,New Politics,Vikings,1,2015
199978,New Years Day,Malevolence,1,2015
200028,NewSong,Faithful: Live Worship,1,2015
200053,NewSong,One True God,2,2011
200075,NewSong,Swallow The Ocean,3,2013
200101,NewSpring Worship,Able,1,2017
200122,Newsted,Metal (EP),1,2013
200223,Nicholas David,Say Goodbye (EP),1,2013
200228,Nichole Nordeman,Every Mile Mattered,1,2017
200239,Nichole Nordeman,The Unmaking (EP),1,2015
200258,Nick & Knight,Nick & Knight,1,2017
200259,Nick 13,Nick 13,1,2011
200321,Nick Cave & The Bad Seeds,Push The Sky Away,2,2013
200330,Nick Cave & The Bad Seeds,Skeleton Tree,2,2016
200351,Nick Fradiani,Hurricane,1,2016
200474,Nick Lowe,Party Of One,3,2017
200486,Nick Lowe,The Abominable Showman,7,2017
200498,Nick Lowe,The Old Magic,1,2011
200645,Nickelback,Feed The Machine,7,2017
200845,Nico & Vinz,Black Star Elephant,6,2014
200883,Nicole Atkins,Slow Phaser,1,2014
200894,Nicole C. Mullen,Crown Him,1,2013
201005,Night Ranger,High Road,1,2014
201026,Night Ranger,Somewhere In California,1,2011
201064,Nightwish,Decades,7,2018
201086,Nightwish,Endless Forms Most Beautiful,2,2015
201108,Nightwish,Imaginaerum,3,2011
201193,Nikki Yanofsky,Nikki,2,2010
201580,Nine Inch Nails,Add Violence (EP),2,2017
201602,Nine Inch Nails,Bad Witch (EP),2,2018
201680,Nine Inch Nails,Not The Actual Events (EP),2,2016
201808,Nine Lashes,From Water To War,1,2014
201819,Ninja Sex Party,Cool Patrol,1,2018
201835,Ninja Sex Party,"Under The Covers, Volume II",1,2017
202079,Nita Strauss,Controlled Chaos,1,2018
202282,Niykee Heaton,Bad Intentions (EP),1,2014
202288,Niykee Heaton,The Bedroom Tour Playlist,1,2016
202301,No Age,Everything In Between,1,2010
202326,No Bragging Rights,The Concrete Flower,1,2014
202424,No Question,No Question,1,2018
202442,Noah And The Whale,Last Night On Earth,1,2011
202452,Noah Gundersen,Carry The Ghost,1,2015
202465,Noah Gundersen,Ledges,1,2014
202490,Noel Gallagher's High Flying Birds,Chasing Yesterday,2,2015
202505,Noel Gallagher's High Flying Birds,Who Built The Moon?,1,2017
202620,Nonpoint,Nonpoint,1,2018
202621,Nonpoint,Poison Red,1,2016
202661,Nonpoint,The Return,1,2014
202714,Norah Jones,Covers,1,2016
202788,Norma Jean,Meridional,2,2010
202824,Norma Jean,Polar Similar,1,2016
202848,Norma Jean,Wrongdoers,1,2013
202901,Norman Connors,Invitation,7,2014
202929,Norman Connors,Saturday Night Special,5,2014
202997,North Mississippi Allstars,World Boogie Is Coming,1,2013
203014,North Point InsideOut,Hear,1,2015
203029,Northlane,Node,1,2015
203040,Nothing,Guilty Of Everything,1,2014
203049,Nothing,Tired Of Tomorrow,1,2016
203061,Nothing But Thieves,Broken Machine,1,2017
203076,Nothing But Thieves,Nothing But Thieves,1,2015
203092,Nothing More,Nothing More,3,2014
203109,Nothing More,The Stories We Tell Ourselves,1,2017
203182,NxWorries,Yes Lawd!,1,2016
203301,O.A.R.,King,4,2011
203339,O.A.R.,Rain Or Shine,1,2010
203388,O.A.R.,The Rockville LP,6,2014
203398,O.A.R.,XX,1,2016
203452,O.C. Smith,O.C. Smith's Greatest Hits,5,2016
203485,OCD: Moosh & Twist,Living Out Loud (EP),1,2014
203521,OFF!,OFF!,1,2017
203536,OFF!,Wasted Years,1,2014
203553,OK Go,Hungry Ghosts,1,2014
203577,OK Go,Of The Blue Colour Of The Sky,2,2010
203647,OMI,Me 4 U,7,2015
203661,ONE OK ROCK,Ambitions,1,2017
203698,Oakenfold,Perfecto: Vegas,1,2015
203961,Obie Trice,Bottoms Up,1,2012
203995,Obituary,Inked In Blood,1,2014
204009,Obituary,Obituary,1,2017
204039,Odd Future,The OF Tape Vol. 2,6,2012
204105,Of Mice & Men,Cold World,1,2016
204118,Of Mice & Men,Defy,1,2018
204130,Of Mice & Men,Of Mice & Men,1,2010
204151,Of Mice & Men,The Flood,4,2011
204226,Oh Land,Oh Land,1,2011
204237,Oh Wonder,Oh Wonder,1,2015
204252,Oh Wonder,Ultralife,1,2017
204264,"Oh, Sleeper",Children Of Fire,2,2011
204405,Ohio Players,Ohio Players Greatest Hits,7,2012
204580,Okkervil River,I Am Very Far,2,2011
204591,Okkervil River,Silver Gymnasium,1,2013
204718,Old 97's,Graveyard Whistling,1,2017
204729,Old 97's,Most Messed Up,3,2014
204767,Old Crow Medicine Show,50 Years Of Blonde On Blonde,1,2017
204793,Old Crow Medicine Show,Carry Me Back,5,2012
204831,Old Crow Medicine Show,Volunteer,1,2018
204976,Olivia,Olivia,6,2017
205069,Olivia Newton-John,Magic: The Very Best Of Olivia Newton-John,2,2011
205132,Olly Murs,Never Been Better,1,2015
205143,Olly Murs,Right Place Right Time,5,2011
205272,One Less Reason,Faces & Four Letter Words,1,2011
205293,One Worship,One Worship: Volume II,1,2015
205319,One: A Worship Collective,We Believe: Live,1,2013
205456,Opeth,Heritage,3,2011
205466,Opeth,Pale Communion,3,2014
205474,Opeth,Sorceress,2,2016
205645,Original Broadway Cast,Finding Neverland,1,2015
205667,Original Broadway Cast Recording,A Gentleman's Guide To Love & Murder,1,2014
205690,Original Broadway Cast Recording,Aladdin,2,2014
205712,Original Broadway Cast Recording,Anastasia: The New Broadway Musical,1,2017
205737,Original Broadway Cast Recording,Beautiful: The Carole King Musical,2,2014
205799,Original Broadway Cast Recording,Frozen: The Broadway Musical,1,2018
205884,Original Broadway Cast Recording,Hedwig And The Angry Inch,2,2014
205898,Original Broadway Cast Recording,If/Then: A New Musical,3,2014
205971,Original Broadway Cast Recording,Kinky Boots,3,2013
206038,Original Broadway Cast Recording,Mean Girls,2,2018
206060,Original Broadway Cast Recording,Motown: The Musical,2,2013
206074,Original Broadway Cast Recording,"Natasha, Pierre & The Great Comet Of 1812",1,2017
206101,Original Broadway Cast Recording,Newsies: The Musical,2,2012
206155,Original Broadway Cast Recording,Once: A New Musical,2,2012
206198,Original Broadway Cast Recording,Rodgers + Hammerstein's Cinderella,1,2013
206226,Original Broadway Cast Recording,Something Rotten!: A Very New Musical,2,2015
206439,Original Broadway Cast Recording,Violet,1,2014
206474,Original Broadway Cast Recording,Waitress,3,2016
206524,Original Broadway Cast Recording,Xanadu,1,2012
206697,Original Cast,Bye Bye Birdie,7,2018
207390,Original Cast,Treemonisha,2,2011
207485,Original Cast Recording,Lazarus,1,2016
207623,Orpheus,Joyful,1,2011
207634,Oscar De La Hoya,Oscar De La Hoya,5,2018
207656,Otep,Atavist,1,2011
207668,Otep,Generation Doom,1,2016
207695,Otep,Hydra,1,2013
207735,Otherwise,Peace At All Costs,1,2014
207749,Otherwise,True Love Never Dies,1,2012
208156,Our Lady Peace,Curve,1,2012
208206,Our Last Night,Age Of Ignorance,1,2013
208219,Our Last Night,Oak Island (EP),1,2013
208226,Our Last Night,Younger Dreams,1,2015
208451,Over The Rhine,Blood Oranges In The Snow,1,2014
208460,Over The Rhine,Meet Me At The Edge Of The World,1,2013
208479,Over The Rhine,The Long Surrender,1,2010
208503,Overkill,Ironbound,1,2010
208522,Overkill,The Electric Age,1,2012
208532,Overkill,The Grinding Wheel,1,2017
208561,Overkill,White Devil Armory,2,2014
208585,Owl City,Cinematic,1,2018
208603,Owl City,Mobile Orchestra,1,2015
208625,Owl City,Shooting Star (EP),1,2012
208630,Owl City,The Midsummer Station: Acoustic (EP),1,2012
208641,Owl City,Ultraviolet (EP),2,2015
208644,Oxo,Oxo,7,2013
208745,Ozomatli,Fire Away,1,2010
208887,Ozzy Osbourne,Memoirs Of A Madman,1,2014
209249,P.O.D.,Murdered Love,4,2012
209288,P.O.D.,The Awakening,1,2015
209331,P.O.S.,We Don't Even Live Here,1,2012
209344,PARTYNEXTDOOR,Colours 2 (EP),1,2017
209364,PARTYNEXTDOOR,PARTYNEXTDOOR Two,3,2014
209376,PARTYNEXTDOOR,Seven Days (EP),1,2017
209395,PHOX,PHOX,2,2014
209419,PJ Harvey,Let England Shake,4,2011
209458,PJ Harvey,The Hope Six Demolition Project,1,2016
209514,PJ Morton,New Orleans,1,2013
209527,PMD,Business Is Business,1,2013
209540,PMD,Shade Business,3,2013
209554,PRhyme,PRhyme,1,2015
209567,PRhyme,PRhyme 2,1,2018
209585,PVRIS,"All We Know Of Heaven, All We Need Of Hell",1,2017
209595,PVRIS,White Noise,2,2014
209662,Pak X Emh,Highly Overdue (EP),1,2014
209669,Palaye Royale,Boom Boom Room: Side B,1,2018
209677,Palisades,Erase The Pain,1,2018
209687,Palisades,Mind Games,1,2015
209697,Pallbearer,Foundations Of Burden,1,2014
209703,Pallbearer,Heartless,1,2017
209711,Paloma Faith,A Perfect Contradiction,1,2014
209735,Paloma Faith,Fall To Grace,1,2012
209801,Panda Bear,Panda Bear Meets The Grim Reaper,2,2015
209814,Panda Bear,Tomboy,3,2011
209969,Paolo Nutini,Caustic Love,2,2014
210017,Papa Roach,Connection,5,2012
210030,Papa Roach,Crooked Teeth,3,2017
